Crop,Season,Region,Soil_Type,Irrigation_Type,Mechanization_Level,Labour_Availability,Gender_Split,Farm_Size_Acre,Task,Prev_Yield_q_per_acre,Weather_Index,Labour_Per_Acre_est,Labour_Required,Labour_Hours_est,Duration_Days_est,Wage_Per_Day_INR,Total_Labour_Cost_INR,Male_Workers_est,Female_Workers_est,Labour_Demand_Level
Cotton,Zaid,Tamil_Nadu,Black,Canal,None,Medium,Mostly_Female,15.95,Weeding,22.99,1.03,1.71,27,175.0,56,563,15201,2,25,Low
Pulses,Zaid,Tamil_Nadu,Laterite,Tube_Well,Medium,Medium,Mostly_Male,3.43,Harvesting,23.86,1.01,1.55,5,35.9,19,558,2790,4,1,Low
Vegetables,Rabi,West_Bengal,Loamy,Sprinkler,Low,Low,Mostly_Male,0.87,Fertilizer_Application,34.17,1.07,1.7,1,6.2,1,492,492,1,0,Low
Wheat,Zaid,Tamil_Nadu,Alluvial,Drip,Low,Medium,Mostly_Female,0.56,Threshing,17.0,0.99,2.41,1,7.8,2,556,556,0,1,Low
Soybean,Kharif,Tamil_Nadu,Loamy,Tube_Well,High,Low,Mostly_Male,1.93,Transplanting,12.45,1.09,1.75,3,18.9,9,539,1617,3,0,Low
Pulses,Kharif,West_Bengal,Black,Canal,Medium,Low,Mostly_Female,2.41,Pest_Control,18.11,0.86,0.72,2,16.8,4,404,808,0,2,Very_Low
Cotton,Zaid,Karnataka,Loamy,Rainfed,Low,High,Mixed,1.89,Irrigation,34.43,0.94,0.96,2,17.8,1,495,990,1,1,Very_Low
Sugarcane,Zaid,Maharashtra,Alluvial,Drip,Medium,Medium,Mostly_Female,0.6,Sowing,32.28,1.1,2.39,1,8.2,2,502,502,0,1,Low
Vegetables,Rabi,Madhya_Pradesh,Laterite,Canal,Low,Medium,Mostly_Female,1.65,Pest_Control,33.44,1.13,1.76,3,26.8,3,448,1344,1,2,Low
Maize,Kharif,Madhya_Pradesh,Red,Drip,Medium,High,Mostly_Male,4.15,Weeding,12.23,1.12,0.89,4,24.6,12,410,1640,3,1,Very_Low
Vegetables,Rabi,Maharashtra,Laterite,Rainfed,Low,Low,Mostly_Female,0.6,Sowing,34.49,1.04,3.77,2,17.0,2,523,1046,0,2,Medium
Cotton,Zaid,Punjab,Sandy,Rainfed,High,Low,Mostly_Female,4.87,Weeding,31.25,1.04,0.76,4,25.6,10,689,2756,1,3,Very_Low
Groundnut,Rabi,Odisha,Laterite,Sprinkler,Low,High,Mostly_Female,1.16,Transplanting,19.53,1.14,3.82,4,31.5,7,364,1456,1,3,Medium
Groundnut,Rabi,Karnataka,Red,Tube_Well,Low,Medium,Mostly_Female,0.88,Post_Harvest,30.11,1.14,1.06,1,6.9,2,504,504,0,1,Very_Low
Pulses,Kharif,Tamil_Nadu,Alluvial,Rainfed,Medium,Medium,Mostly_Male,1.5,Threshing,15.56,1.03,1.69,3,21.2,4,583,1749,3,0,Low
Pulses,Rabi,West_Bengal,Black,Canal,Medium,Medium,Mostly_Male,3.28,Sowing,19.63,1.0,1.26,4,27.8,10,388,1552,4,0,Very_Low
Vegetables,Kharif,West_Bengal,Black,Tube_Well,Low,Low,Mostly_Male,1.04,Irrigation,33.77,0.98,1.53,2,16.5,1,430,860,1,1,Low
Pulses,Kharif,Bihar,Sandy,Tube_Well,None,Medium,Mostly_Male,2.76,Land_Preparation,21.71,0.87,1.19,3,24.5,7,382,1146,3,0,Very_Low
Pulses,Rabi,Punjab,Red,Sprinkler,Low,Low,Mostly_Male,2.47,Transplanting,18.57,0.93,2.89,7,47.2,15,707,4949,5,2,Medium
Vegetables,Rabi,Bihar,Black,Rainfed,Medium,Medium,Mixed,0.64,Post_Harvest,43.67,0.87,1.22,1,6.4,2,349,349,1,0,Very_Low
Mustard,Zaid,Odisha,Sandy,Drip,Low,Medium,Mixed,1.03,Pest_Control,19.69,1.02,0.85,1,7.2,2,383,383,1,0,Very_Low
Soybean,Rabi,Uttar_Pradesh,Loamy,Sprinkler,Low,Medium,Mostly_Male,1.35,Fertilizer_Application,20.53,1.06,0.74,1,6.6,2,456,456,1,0,Very_Low
Groundnut,Zaid,Haryana,Sandy,Tube_Well,Low,Low,Mostly_Female,1.93,Sowing,24.98,1.02,2.17,4,31.2,7,624,2496,0,4,Low
Sugarcane,Zaid,Odisha,Loamy,Drip,Low,Medium,Mostly_Male,2.39,Post_Harvest,26.14,1.15,1.53,4,27.1,6,416,1664,3,1,Low
Cotton,Kharif,West_Bengal,Laterite,Drip,Medium,Medium,Mostly_Male,4.27,Irrigation,35.73,0.9,0.79,3,20.1,4,404,1212,3,0,Very_Low
Pulses,Zaid,Madhya_Pradesh,Alluvial,Canal,Low,Low,Mostly_Female,6.38,Sowing,19.66,0.93,1.81,12,74.3,24,430,5160,3,9,Low
Mustard,Rabi,Uttar_Pradesh,Black,Canal,High,Medium,Mostly_Male,1.15,Post_Harvest,21.67,1.03,0.35,1,7.8,3,428,428,1,0,Very_Low
Rice,Rabi,Uttar_Pradesh,Loamy,Tube_Well,None,Medium,Mixed,1.16,Fertilizer_Application,30.96,0.98,1.35,2,15.7,2,478,956,1,1,Very_Low
Wheat,Zaid,West_Bengal,Red,Canal,Low,Low,Mixed,2.45,Transplanting,25.19,1.12,4.2,10,74.0,14,487,4870,5,5,High
Mustard,Zaid,Punjab,Laterite,Drip,High,Medium,Mostly_Male,14.85,Harvesting,13.56,0.85,0.94,14,86.2,75,636,8904,12,2,Very_Low
Sugarcane,Zaid,Tamil_Nadu,Red,Canal,Medium,Low,Mostly_Male,0.66,Harvesting,25.6,1.09,3.59,2,12.3,5,503,1006,2,0,Medium
Vegetables,Rabi,Bihar,Sandy,Canal,Low,Medium,Mixed,1.67,Post_Harvest,31.9,1.13,2.12,4,29.2,4,422,1688,2,2,Low
Vegetables,Kharif,Tamil_Nadu,Loamy,Tube_Well,Medium,High,Mixed,4.1,Irrigation,29.74,1.13,1.15,5,34.2,3,508,2540,2,3,Very_Low
Soybean,Kharif,Haryana,Sandy,Canal,High,Medium,Mostly_Female,9.22,Harvesting,15.66,1.07,1.4,13,105.6,56,682,8866,0,13,Very_Low
Soybean,Zaid,Tamil_Nadu,Laterite,Rainfed,Medium,Medium,Mixed,5.78,Fertilizer_Application,12.23,0.85,0.49,3,24.3,10,486,1458,1,2,Very_Low
Vegetables,Rabi,Maharashtra,Black,Canal,Medium,High,Mixed,0.63,Pest_Control,30.52,0.88,0.88,1,8.2,1,566,566,1,0,Very_Low
Rice,Zaid,Haryana,Red,Sprinkler,Low,High,Mostly_Male,11.33,Irrigation,27.49,0.85,0.72,8,52.4,10,705,5640,8,0,Very_Low
Sugarcane,Kharif,Maharashtra,Sandy,Sprinkler,Medium,Medium,Mixed,1.68,Irrigation,23.75,0.9,0.99,2,15.8,1,539,1078,1,1,Very_Low
Groundnut,Kharif,Tamil_Nadu,Sandy,Sprinkler,None,High,Mostly_Male,1.77,Harvesting,24.05,1.01,3.66,6,44.7,13,539,3234,6,0,Medium
Rice,Rabi,Tamil_Nadu,Alluvial,Drip,Medium,High,Mostly_Male,2.67,Irrigation,30.12,1.02,0.64,2,13.8,2,542,1084,2,0,Very_Low
Maize,Rabi,Punjab,Loamy,Tube_Well,Low,Medium,Mostly_Female,3.59,Irrigation,24.08,1.02,0.8,3,19.7,3,672,2016,0,3,Very_Low
Soybean,Rabi,Madhya_Pradesh,Black,Drip,Medium,Low,Mostly_Female,5.19,Land_Preparation,20.83,1.02,0.95,5,31.3,8,405,2025,1,4,Very_Low
Pulses,Rabi,Karnataka,Loamy,Sprinkler,Low,Medium,Mixed,0.61,Threshing,21.5,1.13,2.17,1,8.3,2,491,491,0,1,Low
Sugarcane,Rabi,Karnataka,Laterite,Tube_Well,None,Low,Mostly_Female,0.51,Harvesting,35.18,0.95,5.45,3,21.7,4,447,1341,1,2,High
Pulses,Kharif,West_Bengal,Laterite,Tube_Well,Low,Low,Mostly_Male,1.56,Irrigation,12.41,1.11,0.77,1,8.3,1,437,437,1,0,Very_Low
Sugarcane,Kharif,Maharashtra,Sandy,Drip,High,High,Mostly_Male,1.53,Threshing,30.65,1.08,1.89,3,25.4,5,541,1623,3,0,Low
Cotton,Rabi,Maharashtra,Alluvial,Sprinkler,Low,High,Mostly_Male,2.85,Weeding,32.97,1.0,1.42,4,26.1,9,491,1964,3,1,Very_Low
Soybean,Zaid,Tamil_Nadu,Black,Rainfed,High,High,Mixed,1.13,Sowing,15.49,0.91,0.61,1,6.0,3,550,550,1,0,Very_Low
Groundnut,Zaid,Karnataka,Sandy,Drip,None,Medium,Mostly_Male,1.34,Threshing,21.54,0.93,2.54,3,21.5,5,433,1299,2,1,Medium
Wheat,Rabi,Maharashtra,Red,Drip,Medium,Medium,Mostly_Female,1.62,Land_Preparation,21.15,1.02,1.07,2,15.8,2,481,962,0,2,Very_Low
Pulses,Zaid,Tamil_Nadu,Alluvial,Canal,Medium,Medium,Mostly_Male,1.18,Post_Harvest,26.56,0.93,0.5,1,8.6,3,572,572,1,0,Very_Low
Pulses,Zaid,Odisha,Black,Tube_Well,Low,Medium,Mostly_Male,1.86,Harvesting,21.9,0.91,1.98,4,24.5,11,434,1736,4,0,Low
Groundnut,Rabi,Tamil_Nadu,Laterite,Drip,Low,Medium,Mostly_Male,1.64,Irrigation,15.88,0.87,0.84,1,8.2,2,557,557,1,0,Very_Low
Cotton,Kharif,Tamil_Nadu,Sandy,Canal,Medium,Medium,Mostly_Female,0.86,Threshing,30.61,1.11,3.4,3,25.3,3,542,1626,0,3,Medium
Cotton,Kharif,West_Bengal,Alluvial,Tube_Well,Medium,Medium,Mostly_Female,5.15,Irrigation,24.96,0.9,0.77,4,29.8,5,409,1636,1,3,Very_Low
Groundnut,Kharif,Punjab,Laterite,Drip,None,Medium,Mostly_Female,2.26,Sowing,28.26,0.96,2.77,6,45.5,10,763,4578,1,5,Medium
Mustard,Kharif,Uttar_Pradesh,Black,Drip,Medium,High,Mostly_Female,5.86,Irrigation,25.26,0.97,0.49,3,25.5,6,475,1425,0,3,Very_Low
Groundnut,Zaid,Madhya_Pradesh,Black,Drip,None,Medium,Mostly_Female,3.94,Land_Preparation,33.55,1.14,2.17,9,60.2,8,469,4221,0,9,Low
Vegetables,Rabi,Uttar_Pradesh,Loamy,Sprinkler,Medium,Medium,Mostly_Female,5.07,Threshing,40.05,0.93,2.9,15,110.1,15,405,6075,3,12,Medium
Groundnut,Rabi,Karnataka,Red,Tube_Well,Low,Medium,Mostly_Female,1.52,Threshing,26.33,1.04,2.42,4,29.4,5,493,1972,0,4,Low
Rice,Rabi,Karnataka,Sandy,Rainfed,Medium,Medium,Mostly_Female,0.72,Post_Harvest,28.53,1.08,1.11,1,6.5,2,457,457,0,1,Very_Low
Mustard,Rabi,West_Bengal,Black,Sprinkler,None,Low,Mostly_Male,2.22,Harvesting,13.86,0.97,2.72,6,46.7,19,406,2436,6,0,Medium
Soybean,Kharif,Bihar,Loamy,Rainfed,Low,High,Mostly_Male,8.38,Transplanting,17.51,1.13,3.76,31,236.2,56,422,13082,29,2,Medium
Rice,Zaid,Madhya_Pradesh,Alluvial,Drip,None,Medium,Mostly_Female,0.98,Post_Harvest,26.74,0.86,0.94,1,7.4,3,459,459,0,1,Very_Low
Mustard,Kharif,West_Bengal,Sandy,Sprinkler,High,Low,Mostly_Female,3.19,Threshing,15.6,1.05,1.34,4,31.9,9,435,1740,0,4,Very_Low
Pulses,Kharif,West_Bengal,Laterite,Tube_Well,Low,Medium,Mostly_Female,0.57,Weeding,20.12,1.15,1.06,1,7.1,2,473,473,0,1,Very_Low
Rice,Kharif,Maharashtra,Alluvial,Tube_Well,Low,Medium,Mostly_Female,0.72,Fertilizer_Application,36.4,0.98,1.35,1,7.1,1,515,515,0,1,Very_Low
Cotton,Zaid,Uttar_Pradesh,Loamy,Tube_Well,Low,Medium,Mostly_Female,0.88,Threshing,21.28,0.91,3.33,3,20.8,3,428,1284,0,3,Medium
Rice,Kharif,Maharashtra,Loamy,Tube_Well,High,Low,Mostly_Female,6.07,Harvesting,28.91,0.88,1.65,10,71.8,38,516,5160,0,10,Low
Wheat,Zaid,Karnataka,Laterite,Sprinkler,Low,Low,Mostly_Male,3.92,Weeding,19.67,1.04,1.1,4,33.3,10,483,1932,3,1,Very_Low
Vegetables,Rabi,Odisha,Red,Rainfed,High,High,Mixed,1.35,Pest_Control,38.25,1.14,0.84,1,6.2,2,373,373,0,1,Very_Low
Cotton,Rabi,Tamil_Nadu,Loamy,Canal,High,Medium,Mixed,0.6,Fertilizer_Application,30.65,0.99,0.67,1,7.8,1,487,487,0,1,Very_Low
Rice,Zaid,West_Bengal,Sandy,Canal,Medium,Low,Mostly_Male,1.72,Fertilizer_Application,24.49,1.02,1.15,2,16.0,3,494,988,2,0,Very_Low
Sugarcane,Rabi,Haryana,Laterite,Tube_Well,None,Medium,Mostly_Female,1.77,Irrigation,24.92,1.01,1.33,2,16.8,1,660,1320,0,2,Very_Low
Maize,Rabi,Karnataka,Loamy,Tube_Well,Low,Medium,Mixed,2.22,Post_Harvest,23.27,0.96,0.81,2,12.5,6,464,928,1,1,Very_Low
Soybean,Kharif,West_Bengal,Alluvial,Drip,None,Low,Mostly_Male,1.39,Transplanting,20.15,0.87,3.8,5,36.1,10,456,2280,5,0,Medium
Rice,Kharif,Uttar_Pradesh,Red,Drip,Low,High,Mostly_Female,1.8,Post_Harvest,28.17,0.93,1.05,2,16.2,6,408,816,0,2,Very_Low
Sugarcane,Zaid,Madhya_Pradesh,Sandy,Drip,Low,Medium,Mostly_Male,1.36,Weeding,37.77,1.08,1.6,2,12.9,4,476,952,2,0,Low
Wheat,Zaid,Odisha,Laterite,Canal,None,High,Mixed,1.3,Pest_Control,17.41,0.99,0.75,1,8.2,3,401,401,1,0,Very_Low
Wheat,Kharif,Bihar,Loamy,Drip,High,Medium,Mostly_Male,0.97,Transplanting,19.66,1.09,2.02,2,12.8,5,362,724,2,0,Low
Mustard,Kharif,Haryana,Black,Drip,High,Medium,Mixed,2.97,Harvesting,14.74,0.96,1.23,4,25.1,18,684,2736,2,2,Very_Low
Maize,Rabi,West_Bengal,Alluvial,Tube_Well,Low,Medium,Mostly_Male,4.18,Weeding,17.22,1.08,1.11,5,36.9,13,484,2420,4,1,Very_Low
Maize,Kharif,West_Bengal,Alluvial,Rainfed,Low,Low,Mostly_Male,3.8,Pest_Control,13.49,0.92,1.01,4,33.4,7,484,1936,3,1,Very_Low
Soybean,Zaid,Bihar,Red,Sprinkler,Medium,Medium,Mixed,3.97,Harvesting,14.04,0.96,1.92,8,67.5,23,346,2768,4,4,Low
Mustard,Rabi,Punjab,Black,Tube_Well,Low,Medium,Mostly_Male,2.08,Irrigation,7.82,1.08,0.83,2,13.5,2,714,1428,2,0,Very_Low
Mustard,Kharif,Odisha,Alluvial,Tube_Well,Low,Low,Mostly_Male,5.89,Sowing,20.68,0.93,1.76,10,71.3,23,368,3680,9,1,Low
Maize,Zaid,Maharashtra,Black,Tube_Well,None,Medium,Mostly_Female,0.57,Harvesting,29.79,1.01,2.85,2,16.9,4,466,932,0,2,Medium
Maize,Kharif,Odisha,Red,Tube_Well,Low,Medium,Mixed,1.79,Pest_Control,14.26,0.88,0.76,1,8.1,4,410,410,0,1,Very_Low
Mustard,Rabi,Maharashtra,Alluvial,Tube_Well,Low,Low,Mostly_Male,2.64,Sowing,17.44,0.93,1.71,5,38.0,8,462,2310,5,0,Low
Groundnut,Zaid,Haryana,Sandy,Drip,None,Medium,Mixed,11.64,Threshing,32.62,0.95,2.67,31,216.8,46,593,18383,16,15,Medium
Wheat,Kharif,West_Bengal,Sandy,Canal,Low,High,Mostly_Male,0.64,Fertilizer_Application,22.5,1.13,0.91,1,8.2,1,390,390,1,0,Very_Low
Wheat,Kharif,Tamil_Nadu,Laterite,Tube_Well,High,Medium,Mixed,1.58,Land_Preparation,21.33,1.05,0.74,1,6.4,2,480,480,0,1,Very_Low
Sugarcane,Kharif,West_Bengal,Laterite,Drip,None,Medium,Mixed,6.08,Fertilizer_Application,27.46,1.07,1.83,11,66.6,15,430,4730,6,5,Low
Cotton,Zaid,Tamil_Nadu,Black,Canal,None,Low,Mostly_Male,2.67,Land_Preparation,28.92,1.15,2.49,7,62.5,5,554,3878,5,2,Low
Vegetables,Kharif,Punjab,Alluvial,Sprinkler,Medium,High,Mostly_Male,3.4,Weeding,32.85,0.93,1.25,4,26.7,7,669,2676,3,1,Very_Low
Sugarcane,Zaid,West_Bengal,Alluvial,Canal,None,Medium,Mixed,1.53,Fertilizer_Application,34.02,1.1,1.63,2,13.7,3,419,838,1,1,Low
Maize,Rabi,Odisha,Laterite,Drip,Medium,Low,Mostly_Female,2.39,Threshing,22.14,0.98,1.71,4,26.1,6,441,1764,1,3,Low
Cotton,Rabi,Karnataka,Loamy,Drip,Medium,High,Mostly_Male,1.44,Irrigation,27.67,1.05,0.81,1,7.9,1,488,488,1,0,Very_Low
Vegetables,Kharif,Bihar,Loamy,Canal,High,High,Mixed,1.38,Fertilizer_Application,34.56,1.09,0.76,1,6.2,2,427,427,1,0,Very_Low
Pulses,Kharif,Tamil_Nadu,Alluvial,Sprinkler,High,Medium,Mostly_Male,1.57,Irrigation,23.79,0.99,0.34,1,6.7,1,543,543,1,0,Very_Low
Maize,Rabi,Uttar_Pradesh,Laterite,Drip,Medium,Medium,Mixed,0.65,Weeding,26.43,1.02,0.91,1,8.1,2,457,457,1,0,Very_Low
Soybean,Zaid,Bihar,Loamy,Canal,None,Low,Mostly_Female,1.51,Pest_Control,16.11,1.0,0.97,1,6.9,3,349,349,0,1,Very_Low
Vegetables,Kharif,Tamil_Nadu,Black,Tube_Well,Low,High,Mixed,4.01,Pest_Control,34.25,1.01,1.55,6,43.7,8,471,2826,3,3,Low
Vegetables,Zaid,Tamil_Nadu,Black,Tube_Well,Medium,Medium,Mostly_Male,0.59,Post_Harvest,30.0,1.03,1.38,1,7.6,2,521,521,1,0,Very_Low
Cotton,Zaid,Tamil_Nadu,Alluvial,Rainfed,Low,High,Mostly_Female,4.73,Weeding,28.54,1.06,1.34,6,40.4,13,495,2970,0,6,Very_Low
Wheat,Rabi,Madhya_Pradesh,Alluvial,Rainfed,Low,Medium,Mixed,2.13,Threshing,20.07,1.12,2.24,5,43.4,7,435,2175,2,3,Low
Sugarcane,Kharif,Uttar_Pradesh,Laterite,Canal,Medium,Medium,Mixed,3.13,Pest_Control,24.12,0.91,1.12,3,25.5,6,482,1446,2,1,Very_Low
Vegetables,Zaid,Uttar_Pradesh,Red,Drip,Low,High,Mostly_Female,6.85,Sowing,37.77,0.99,2.95,20,155.1,28,444,8880,2,18,Medium
Cotton,Rabi,Odisha,Red,Sprinkler,Medium,Low,Mostly_Female,5.95,Sowing,28.72,0.9,2.03,12,104.8,21,416,4992,0,12,Low
Vegetables,Rabi,Punjab,Laterite,Sprinkler,Low,Medium,Mostly_Female,8.45,Sowing,42.85,0.86,3.17,27,170.7,29,765,20655,0,27,Medium
Vegetables,Zaid,Maharashtra,Sandy,Sprinkler,Low,Medium,Mostly_Male,1.53,Weeding,43.15,0.92,1.66,3,20.4,4,533,1599,3,0,Low
Cotton,Zaid,Uttar_Pradesh,Sandy,Rainfed,Low,High,Mostly_Female,3.29,Irrigation,39.95,0.88,0.77,3,18.6,3,441,1323,0,3,Very_Low
Maize,Zaid,Haryana,Alluvial,Drip,None,Medium,Mostly_Female,2.68,Post_Harvest,21.75,1.05,0.87,2,12.1,9,691,1382,1,1,Very_Low
Wheat,Kharif,Tamil_Nadu,Sandy,Drip,High,High,Mixed,3.13,Threshing,18.51,1.15,1.23,4,24.9,9,473,1892,2,2,Very_Low
Rice,Kharif,Uttar_Pradesh,Sandy,Tube_Well,Low,Medium,Mostly_Male,4.08,Land_Preparation,27.37,0.91,1.6,7,50.9,8,437,3059,6,1,Low
Groundnut,Zaid,Haryana,Black,Sprinkler,Low,Low,Mixed,3.33,Sowing,22.84,1.11,2.79,9,75.3,10,727,6543,5,4,Medium
Rice,Zaid,Uttar_Pradesh,Alluvial,Canal,Low,Medium,Mostly_Male,1.45,Transplanting,31.82,1.14,5.1,7,58.9,8,387,2709,5,2,High
Mustard,Rabi,Uttar_Pradesh,Red,Canal,High,High,Mostly_Male,5.43,Post_Harvest,22.27,0.91,0.31,2,17.1,10,417,834,2,0,Very_Low
Cotton,Zaid,Haryana,Black,Sprinkler,Medium,Low,Mostly_Female,2.99,Harvesting,27.63,0.94,3.53,11,87.7,18,712,7832,3,8,Medium
Sugarcane,Kharif,Madhya_Pradesh,Alluvial,Tube_Well,Low,Low,Mostly_Female,1.94,Weeding,35.36,0.87,1.65,3,21.0,5,479,1437,1,2,Low
Sugarcane,Rabi,Haryana,Laterite,Sprinkler,Low,Medium,Mostly_Male,2.18,Fertilizer_Application,23.18,0.9,1.36,3,24.7,5,585,1755,3,0,Very_Low
Maize,Rabi,Haryana,Loamy,Drip,Medium,Medium,Mostly_Female,1.12,Irrigation,27.54,1.01,0.64,1,7.1,1,630,630,0,1,Very_Low
Soybean,Kharif,Punjab,Alluvial,Tube_Well,None,High,Mostly_Female,2.27,Fertilizer_Application,14.54,0.98,0.8,2,16.0,4,693,1386,0,2,Very_Low
Maize,Kharif,Madhya_Pradesh,Laterite,Rainfed,Low,Medium,Mostly_Male,2.72,Fertilizer_Application,26.73,0.97,0.82,2,14.3,4,407,814,1,1,Very_Low
Maize,Zaid,Uttar_Pradesh,Alluvial,Canal,None,High,Mostly_Female,1.12,Pest_Control,17.63,1.11,0.88,1,8.4,2,459,459,0,1,Very_Low
Wheat,Kharif,West_Bengal,Laterite,Sprinkler,Medium,Medium,Mostly_Male,9.78,Harvesting,20.37,0.89,1.75,17,126.1,54,440,7480,12,5,Low
Pulses,Zaid,Madhya_Pradesh,Black,Canal,None,Low,Mostly_Male,2.65,Threshing,16.32,0.9,1.81,5,34.2,10,422,2110,4,1,Low
Soybean,Zaid,Odisha,Red,Rainfed,None,Low,Mostly_Female,2.83,Threshing,20.22,0.93,2.35,7,44.4,11,438,3066,1,6,Low
Cotton,Rabi,Punjab,Red,Canal,Low,High,Mixed,1.76,Transplanting,24.24,0.9,4.56,8,62.2,13,631,5048,5,3,High
Maize,Kharif,Bihar,Laterite,Sprinkler,High,Medium,Mixed,1.23,Threshing,8.76,0.92,0.86,1,7.6,4,344,344,0,1,Very_Low
Soybean,Rabi,Bihar,Black,Tube_Well,None,Medium,Mostly_Male,0.85,Threshing,24.31,1.08,2.14,2,15.9,3,394,788,2,0,Low
Maize,Zaid,Madhya_Pradesh,Sandy,Rainfed,None,Medium,Mostly_Female,0.87,Threshing,27.48,1.13,2.68,2,14.3,4,460,920,1,1,Medium
Wheat,Zaid,Maharashtra,Laterite,Sprinkler,Medium,Low,Mostly_Male,5.06,Sowing,17.62,0.92,1.41,7,57.2,18,481,3367,7,0,Very_Low
Cotton,Zaid,West_Bengal,Sandy,Sprinkler,None,High,Mostly_Female,0.68,Fertilizer_Application,25.8,1.14,1.73,1,8.4,1,419,419,0,1,Low
Mustard,Rabi,Madhya_Pradesh,Sandy,Rainfed,Medium,Medium,Mixed,0.53,Post_Harvest,17.88,1.04,0.8,1,7.1,1,473,473,1,0,Very_Low
Wheat,Rabi,Haryana,Loamy,Rainfed,Low,Medium,Mostly_Male,4.25,Weeding,14.34,0.99,1.04,4,29.3,9,649,2596,3,1,Very_Low
Vegetables,Kharif,Maharashtra,Laterite,Sprinkler,None,Medium,Mostly_Female,1.03,Land_Preparation,37.72,0.89,2.31,2,12.1,2,509,1018,0,2,Low
Soybean,Kharif,Odisha,Laterite,Tube_Well,Low,Medium,Mixed,0.55,Transplanting,16.13,0.95,3.6,2,12.1,3,378,756,1,1,Medium
Maize,Kharif,Maharashtra,Red,Sprinkler,None,Low,Mostly_Male,4.56,Harvesting,17.46,1.06,3.46,16,130.6,34,567,9072,13,3,Medium
Rice,Rabi,Tamil_Nadu,Red,Tube_Well,Low,High,Mostly_Female,5.72,Land_Preparation,23.03,0.97,1.69,10,76.9,10,489,4890,0,10,Low
Groundnut,Kharif,Maharashtra,Black,Canal,Medium,Medium,Mixed,0.58,Post_Harvest,23.47,0.94,0.75,1,6.7,1,530,530,1,0,Very_Low
Sugarcane,Zaid,West_Bengal,Black,Rainfed,Low,High,Mostly_Male,2.21,Post_Harvest,30.21,0.98,1.14,3,25.9,6,396,1188,2,1,Very_Low
Groundnut,Rabi,Madhya_Pradesh,Sandy,Canal,Medium,Low,Mostly_Male,2.25,Pest_Control,23.59,0.99,1.08,2,13.1,3,482,964,2,0,Very_Low
Vegetables,Rabi,Odisha,Black,Drip,High,High,Mixed,0.52,Weeding,32.62,1.15,0.98,1,8.3,1,372,372,0,1,Very_Low
Sugarcane,Zaid,Punjab,Red,Sprinkler,Medium,High,Mostly_Male,1.12,Transplanting,37.02,0.9,3.36,4,32.1,5,730,2920,4,0,Medium
Cotton,Rabi,Odisha,Black,Drip,Medium,Low,Mostly_Male,2.28,Land_Preparation,31.72,0.87,1.29,3,24.4,4,403,1209,2,1,Very_Low
Sugarcane,Rabi,West_Bengal,Loamy,Tube_Well,Medium,Low,Mostly_Female,2.07,Fertilizer_Application,31.63,0.96,1.22,3,18.0,3,494,1482,1,2,Very_Low
Sugarcane,Kharif,Punjab,Red,Tube_Well,Medium,High,Mostly_Male,1.97,Weeding,26.9,0.87,1.07,2,15.8,5,766,1532,2,0,Very_Low
Maize,Rabi,West_Bengal,Red,Drip,Medium,High,Mixed,5.19,Land_Preparation,24.67,1.08,0.9,5,34.4,9,408,2040,3,2,Very_Low
Rice,Kharif,Karnataka,Laterite,Drip,High,Medium,Mixed,1.44,Land_Preparation,22.85,0.95,0.82,1,7.9,2,440,440,0,1,Very_Low
Soybean,Kharif,Tamil_Nadu,Alluvial,Tube_Well,Low,Low,Mostly_Female,1.61,Sowing,18.35,1.09,2.12,3,19.4,5,555,1665,0,3,Low
Mustard,Zaid,Karnataka,Alluvial,Drip,Medium,Medium,Mixed,4.07,Weeding,16.05,0.95,0.64,3,19.8,10,496,1488,2,1,Very_Low
Rice,Kharif,West_Bengal,Loamy,Sprinkler,Medium,Medium,Mixed,1.01,Pest_Control,29.28,0.92,0.88,1,6.2,2,452,452,0,1,Very_Low
Wheat,Kharif,Maharashtra,Laterite,Tube_Well,Medium,Low,Mostly_Female,3.9,Post_Harvest,10.07,1.12,0.81,3,20.2,10,475,1425,0,3,Very_Low
Pulses,Zaid,Tamil_Nadu,Laterite,Drip,Medium,Low,Mixed,4.59,Threshing,14.95,1.06,1.54,7,55.8,13,556,3892,3,4,Low
Soybean,Kharif,Bihar,Black,Sprinkler,None,Low,Mixed,0.67,Land_Preparation,21.39,1.09,1.85,1,6.5,1,369,369,0,1,Low
Cotton,Rabi,Haryana,Black,Drip,None,Medium,Mixed,1.16,Weeding,26.12,1.14,2.3,3,22.4,4,694,2082,1,2,Low
Vegetables,Zaid,Karnataka,Laterite,Tube_Well,Low,Medium,Mostly_Female,1.86,Pest_Control,26.34,0.9,1.29,2,16.8,3,476,952,0,2,Very_Low
Maize,Rabi,Madhya_Pradesh,Red,Rainfed,High,Medium,Mostly_Female,1.5,Pest_Control,16.62,0.95,0.4,1,7.0,2,497,497,0,1,Very_Low
Vegetables,Kharif,Karnataka,Laterite,Drip,None,High,Mostly_Female,2.01,Fertilizer_Application,37.26,1.06,1.86,4,31.0,4,514,2056,0,4,Low
Sugarcane,Kharif,Madhya_Pradesh,Sandy,Rainfed,Low,High,Mostly_Female,3.77,Fertilizer_Application,26.07,1.12,1.5,6,50.2,6,460,2760,1,5,Very_Low
Wheat,Rabi,Bihar,Laterite,Sprinkler,Low,High,Mixed,3.36,Sowing,19.14,1.11,1.69,6,47.8,12,361,2166,3,3,Low
